timestamp_utc,original_timestamp,message,source_url,source_type,sentiment,sentiment_score,topic
2026-05-01 20:02:00,"May 1, 2026 4:02 PM","To the incredible Patriots in Indiana's 11th State Senate District: PLEASE GET OUT AND VOTE for a wonderful Candidate, Dr. Brian Schmutzler, a Highly Respected Anesthesiologist, and REAL Republican, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-11 — You can win this Election for Brian!
Unlike incumbent Linda Rogers, a ""RINO"" LOSER, who has failed the tremendous people of Indiana so badly, DR. BRIAN SCHMUTZLER IS A WINNER WHO WILL NEVER LET YOU DOWN. GET OUT AND VOTE FOR DR. BRIAN SCHMUTZLER BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9003,Federal politics
2026-05-01 20:02:00,"May 1, 2026 4:02 PM","To the tremendous Patriots in Indiana's 19th State Senate District: PLEASE GET OUT AND VOTE for an amazing Candidate, Blake Fiechter, a Highly Respected Bluffton City Councilman, and true America First Champion, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-19 – You can win this Election for Blake!
Unlike incumbent Travis Holdman, a ""RINO"" LOSER, who has failed the wonderful people of Indiana so badly, BLAKE FIECHTER IS A WINNER WHO WILL NEVER LET YOU DOWN. GET OUT AND VOTE FOR BLAKE FIECHTER BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9702,Federal politics
2026-05-01 20:03:00,"May 1, 2026 4:03 PM","To the fantastic Patriots in Indiana's 21st State Senate District: PLEASE GET OUT AND VOTE for a GREAT Candidate, Tracey Powell, a Highly Respected Tipton County Commissioner, and true America First Champion, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-21 – You can win this Election for Tracey!
Unlike incumbent Jim Buck, a ""RINO"" LOSER, who has failed the amazing people of Indiana so badly, TRACEY POWELL IS A WINNER WHO WILL NEVER LET YOU DOWN. GET OUT AND VOTE FOR TRACEY POWELL BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9803,Federal politics
2026-05-01 20:03:00,"May 1, 2026 4:03 PM","To the wonderful Patriots in Indiana's 23rd State Senate District: PLEASE GET OUT AND VOTE for an incredible Candidate, Paula Copenhaver, the Highly Respected Fountain County GOP Chair, and a true MAGA Warrior, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-23 – You can win this Election for Paula!
Unlike incumbent Spencer Deery, a ""RINO"" LOSER, who has failed the fantastic people of Indiana so badly, PAULA COPENHAVER IS A WINNER WHO WILL NEVER LET YOU DOWN. GET OUT AND VOTE FOR PAULA COPENHAVER BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9546,Federal politics
2026-05-01 20:03:00,"May 1, 2026 4:03 PM","To the amazing Patriots in Indiana's 38th State Senate District: PLEASE GET OUT AND VOTE for a tremendous Candidate, ""BRENDA"" Wilson, a Highly Respected Vigo County Council Member, and a proven America First Champion, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-38 – You can win this Election for BRENDA!
Unlike incumbent ""No Goode"" Greg Goode (BAD FOR THE U.S.A.!), a RINO LOSER, who has failed the wonderful people of Indiana so badly, BRENDA IS A WINNER WHO WILL NEVER LET YOU DOWN. GET OUT AND VOTE FOR BRENDA BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9572,Federal politics
2026-05-01 20:03:00,"May 1, 2026 4:03 PM","To the incredible Patriots in Indiana's 39th State Senate District: PLEASE GET OUT AND VOTE for a fantastic Candidate, Jeff Ellington, the Highly Respected Greene County GOP Chairman, and a true America First Champion, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-39 – You can win this Election for Jeff!
JEFF ELLINGTON IS A WINNER WHO WILL NEVER LET YOU DOWN – GET OUT AND VOTE FOR JEFF BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9835,Federal politics
2026-05-01 20:04:00,"May 1, 2026 4:04 PM","To the amazing Patriots in Indiana's 41st State Senate District: PLEASE GET OUT AND VOTE for a tremendous Candidate, Michelle Davis, a Highly Respected State Representative, and a true MAGA Warrior, who has my Complete and Total Endorsement. Early Voting ends May 4th, and Election Day is May 5th, in this very important Republican Primary for SD-41 – You can win this Election for Michelle!
Unlike incumbent Greg Walker, a ""RINO"" LOSER, who has failed the wonderful people of Indiana so badly, MICHELLE DAVIS IS A WINNER WHO WILL NEVER LET YOU DOWN. GET OUT AND VOTE FOR MICHELLE DAVIS BY MAY 5TH!
Find your Voting Location at: swampthevoteusa.com/indiana/",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,positive,0.9559,Federal politics
2026-05-01 23:24:00,"May 1, 2026 7:24 PM",Video: https://1a-1791.com/video/fwe2/7c/s8/2/u/L/f/k/uLfkA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,neutral,0.0,Miscellaneous
2026-05-02 00:13:00,"May 1, 2026 8:13 PM","Low IQ Democrat Minority Leader, Hakeem Jeffries, is nothing but a THUG, and he is a danger to our Country! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-may-1-2026,Truth Social,negative,-0.7537,Federal politics
2026-04-23 09:45:00,"April 23, 2026 5:45 AM",Video: https://1a-1791.com/video/fww1/a2/s8/2/g/Q/M/h/gQMhA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-23 09:45:00,"April 23, 2026 5:45 AM","I have ordered the United States Navy to shoot and kill any boat, small boats though they may be (Their naval ships are ALL, 159 of them, at the bottom of the sea!), that is putting mines in the waters of the Strait of Hormuz. There is to be no hesitation. Additionally, our mine ""sweepers"" are clearing the Strait right now. I am hereby ordering that activity to continue, but at a tripled up level! Thank you for your attention to this matter. President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,negative,-0.2374,Iran war/Oil
2026-04-23 10:14:00,"April 23, 2026 6:14 AM","Iran is having a very hard time figuring out who their leader is! They just don't know! The infighting is between the ""Hardliners,"" who have been losing BADLY on the battlefield, and the ""Moderates,"" who are not very moderate at all (but gaining respect!), is CRAZY! We have total control over the Strait of Hormuz. No ship can enter or leave without the approval of the United States Navy. It is ""Sealed up Tight,"" until such time as Iran is able to make a DEAL!!! Thank you for your attention to this matter. President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,negative,-0.8947,Iran war/Oil
2026-04-23 10:27:00,"April 23, 2026 6:27 AM","Very true!!! President DJT
Marc Thiessen: Trump doesn't need a deal to get what he wants from Iran: washingtonpost.com/opinions/20",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.6084,Iran war/Oil
2026-04-23 11:25:00,"April 23, 2026 7:25 AM","Wow! Cryin' Chuck Schumer just said, for the whole World to hear, that ""NOBODY RESPECTS BORDER PATROL OR ICE."" That is one of the most egregious, incorrect, unpatriotic, and dangerous statements I have EVER heard from a ""professional"" politician. HE MUST IMMEDIATELY APOLOGIZE TO THESE GREAT PATRIOTS, AND I MEAN NOW! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.9059,National security/Immigration
2026-04-23 13:56:00,"April 23, 2026 9:56 AM",Video: https://1a-1791.com/video/fww1/73/s8/2/U/P/Q/h/UPQhA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-23 14:25:00,"April 23, 2026 10:25 AM","John Phelan is a long time friend, and very successful businessman, who did an outstanding job serving as my Secretary Of The Navy for the last year. John helped my Administration rebuild Sleepy Joe Biden's rapidly depleted, and almost abandoned, Navy. Now, because of John, and all of the Great Men and Women lovingly and tirelessly involved, we have the strongest Navy in the World — BY FAR! John Phelan is smart, tough, and respected by all, and although he has decided to move on from his position as Secretary Of The Navy, I very much appreciate the job that he has done, and would certainly like to have him back within the Trump Administration sometime in the future. A very special thank you to John for his service to the United States of America! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.9913,National security/Immigration
2026-04-23 15:21:00,"April 23, 2026 11:21 AM","For those people, fewer in number now than ever before, that are reading The Failing New York Times, or watching Fake News CNN, that think that I am ""anxious"" to end the War (if you would even call it that!) with Iran, please be advised that I am possibly the least pressured person ever to be in this position. I have all the time in the World, but Iran doesn't — The clock is ticking! The reason some of the Media is doing so poorly with Subscribers and Viewers is because they no longer have credibility. Iran's Navy is lying at the bottom of the Sea, their Air Force is demolished, their Anti Aircraft and Radar Weaponry is gone, their leaders are no longer with us, the Blockade is airtight and strong and, from there, it only gets worse — Time is not on their side! A Deal will only be made when it's appropriate and good for the United States of America, our Allies and, in fact, the rest of the World. President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,negative,-0.901,Iran war/Oil
2026-04-23 16:11:00,"April 23, 2026 12:11 PM",Video: https://1a-1791.com/video/fwe2/8f/s8/2/U/3/S/h/U3ShA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-23 18:21:00,"April 23, 2026 2:21 PM","The President of the United States, DONALD J. TRUMP, Vice President of the United States, JD Vance, Secretary of State, Marco Rubio, Ambassador to Israel, Mike Huckabee, and Ambassador to Lebanon, Michel Issa, met today with High Ranking Representatives of Israel and Lebanon in the Oval Office. The Meeting went very well! The United States is going to work with Lebanon in order to help it protect itself from Hezbollah. The Ceasefire between Israel and Lebanon will be extended by THREE WEEKS. I look forward in the near future to hosting the Prime Minister of Israel, Bibi Netanyahu, and the President of Lebanon, Joseph Aoun. It was a Great Honor to be a participant at this very Historic Meeting! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.9719,Iran war/Oil
2026-04-23 19:22:00,"April 23, 2026 3:22 PM","In December, I signed a very important Executive Order calling for Research and Innovation for Hemp-derived CBD — Something that has made a HUGE difference for so many people. In fact, ONE in FIVE adults used it in the past year, and many say it improved their chronic pain enormously. Our wonderful Dr. Mehmet Oz moved fast to follow the directive in the Executive Order, and launched a model for some Seniors earlier this month. But more must be done! I am calling on Congress to update the Law to ensure that Americans can continue to access the full-spectrum CBD products they have come to rely on, and that help them, while preserving Congress's intent to restrict the sale of products that pose Health risks. We must get this done RIGHT and FAST, especially for those who saw that CBD helps them. Plus, I am told it will also help our GREAT FARMERS, who we love, and will always be there for. Please get it done, and SOON. Thank you for your attention to this matter! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.9886,Federal politics
2026-04-23 19:23:00,"April 23, 2026 3:23 PM",I LOVE TRUTH SOCIAL! President DONALD J. TRUMP,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.8503,Technology
2026-04-23 19:51:00,"April 23, 2026 3:51 PM","It was my Great Honor to meet with the Mayor of Los Angeles, Karen Bass, Fifth District Supervisor Kathryn Barger (Los Angeles County Board of Supervisors), and the Supervisor's Chief of Staff, Anna Mouradian, to discuss the progress made on the horrific fires that ravaged Los Angeles, and the surrounding area. Since my strong action and statements with respect to Insurance Companies, and the way they were treating the Home Owners, that aspect of this Disaster has proceeded well — Big progress has been made, and those Companies are ""stepping up to the plate,"" as they should be. The Banks, however, have a long way to go, and we will be looking into their actions, effective immediately. Wells Fargo, in particular, has been very difficult to deal with. The Banks must treat those people, who so horribly lost their Homes in this tragic fire, very fairly and well. I will be working with the Mayor, Supervisor, and everyone else to help this tragic situation go smoothly. In particular, I want to thank our Great EPA Administrator, Lee Zeldin, for the incredible speed with which he has already accomplished his very complex Environmental work. Thank you for your attention to this matter! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.9361,Federal politics
2026-04-24 01:04:00,"April 23, 2026 9:04 PM",Trump admin live updates: Prez announces Israel-Lebanon cease-fire extended by 3 weeks: nypost.com/2026/04/20/us-news/,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Iran war/Oil
2026-04-24 01:18:00,"April 23, 2026 9:18 PM",Cryin' Chuck Schumer should resign over this. He won't be missed! President DJT,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,negative,-0.2033,Federal politics
2026-04-24 01:19:00,"April 23, 2026 9:19 PM",Great Patriots!!! President DJT,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.7163,Miscellaneous
2026-04-24 01:21:00,"April 23, 2026 9:21 PM",Video: https://1a-1791.com/video/fww1/a8/s8/2/K/W/0/h/KW0hA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-24 01:27:00,"April 23, 2026 9:27 PM",Video: https://1a-1791.com/video/fwe2/4a/s8/2/g/0/0/h/g00hA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-24 02:13:00,"April 23, 2026 10:13 PM","The Southern Poverty Law Center, one of the greatest political scams in American History, has been charged with FRAUD. This is another Democrat Hoax, along with Act Blue, and many others. If it is true, the 2020 Presidential Election should be permanently wiped from the books and be of no further force or effect! Thank you for your attention to this matter. President DJT",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,negative,-0.8126,Federal politics
2026-04-24 03:44:00,"April 23, 2026 11:44 PM",x.com/elonmusk/status/20472247,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-24 03:45:00,"April 23, 2026 11:45 PM","Schweizer Exclusive: Walls Are Closing In on Birth Tourism Industry, But We Must Act NowEpisode 392 - 4/23/26:web.breitbart.com/videos/schwe",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-23-2026,Truth Social,positive,0.0644,Miscellaneous
2026-04-22 07:02:00,"April 22, 2026 3:02 AM",Video: https://1a-1791.com/video/fww1/98/s8/2/s/K/s/h/sKshA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-22 07:04:00,"April 22, 2026 3:04 AM",Video: https://1a-1791.com/video/fww1/e2/s8/2/4/L/s/h/4LshA.caa.mp4?b=1&u=ummtf,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-22 10:41:00,"April 22, 2026 6:41 AM","How can the Democrats not like how the U.S. Supreme Court votes. The Democrat Justices stick together like glue, NEVER failing to wander from the warped and perverse policies, ideas, and cases put before them. They ALWAYS vote as a group, or BLOCK, even that new, Low IQ person, that somehow found her way to the bench (Sleepy Joe!). The Republican Justices don't stick together, they give the Democrats win after win, like a 159 Billion Dollar pile of cash on a completely ridiculous Tariff decision, and nasty, one sided questions on the country destroying subject of Birthright Citizenship, something which virtually NO OTHER COUNTRY IN THE WORLD IS STUPID ENOUGH TO ALLOW. It was meant for the babies of slaves, not for the babies of Chinese Billionaires. No, certain ""Republican"" Justices have just gone weak, stupid, and bad, completely violating what they ""supposedly"" stood for. Handing over 159 Billion Dollars in Tariff refunds to people who have been Ripping Off our Country for years, is unexplainable. One little sentence would have stoped this record setting payment from having to be made. It is a travesty! Their Tariff decision was an unnecessary and expensive slap in the face to the U.S.A., and a giant victory for its opponents. If they rule against our Country on Birthright Citizenship, which they probably will, it will be even worse, if that's possible. It will cost America massive amounts of money but, more importantly, it will cost America its DIGNITY! No, the Radical Left Democrats don't need to ""Pack the Court,"" it's already Packed! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,negative,-0.9112,Federal politics
2026-04-22 12:34:00,"April 22, 2026 8:34 AM",Time for the grown-ups to pull the plug on Mamdani's fiscal fantasies: nypost.com/2026/03/19/opinion/,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-22 12:34:00,"April 22, 2026 8:34 AM",MORNING GLORY: Will President Trump go full Sherman in the war on Iran?foxnews.com/opinion/morning-gl,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,positive,0.0857,Iran war/Oil
2026-04-22 12:36:00,"April 22, 2026 8:36 AM",Last Season of my Apprentice Juggernaut!,https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,neutral,0.0,Miscellaneous
2026-04-22 14:01:00,"April 22, 2026 10:01 AM","Very good news! I have just been informed that the eight women protestors who were going to be executed tonight in Iran will no longer be killed. Four will be released immediately, and four will be sentenced to one month in prison. I very much appreciate that Iran, and its leaders, respected my request, as President of the United States, and terminated the planned execution. Thank you for your attention to this matter! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,positive,0.6346,Iran war/Oil
2026-04-22 14:34:00,"April 22, 2026 10:34 AM","A RIGGED ELECTION TOOK PLACE LAST NIGHT IN THE GREAT COMMONWEALTH OF VIRGINIA! All day long Republicans were winning, the Spirit was unbelievable, until the very end when, of course, there was a massive ""Mail In Ballot Drop!"" Where have I heard that before — And the Democrats eked out another Crooked Victory! Six to five goes to ten to one, and yet the Presidential Election in November was very close to a 50-50 split. In addition to everything else, the language on the Referendum was purposefully unintelligible and deceptive. As everyone knows, I am an extraordinarily brilliant person, and even I had no idea what the hell they were talking about in the Referendum, and neither do they! Let's see if the Courts will fix this travesty of ""Justice."" President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,positive,0.3167,Federal politics
2026-04-22 14:41:00,"April 22, 2026 10:41 AM","Senate Majority Leader John Thune, and Senator Lindsey Graham, have taken a critical first step to passing another Reconciliation Bill to fund our Great Border Patrol and ICE Agents. The Radical Left Democrats, and their so-called ""Leader,"" Cryin' Chuck Schumer, one of the most incompetent Senators in American History, will try to offer ""Amendments"" during this process to divide Republicans. Republicans must stick together and UNIFY to get this done, and to keep America safe — something which the Democrats don't care about. Thank you for your attention to this matter. MAKE AMERICA GREAT AGAIN! President DONALD J. TRUMP",https://www.presidency.ucsb.edu/documents/truth-social-posts-april-22-2026,Truth Social,positive,0.5885,Federal politics
